Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
83,16189,Alfred Blue,HOU,RB,4,ATL,17,32,3900,6.6
85,11256,Ryan Mathews,PHI,RB,3,NYJ,2,1,3300,6.5
85,14731,Lance Dunbar,DAL,RB,3,ATL,19,32,3200,6.5
87,14046,Ronnie Hillman,DEN,RB,4,MIN,8,13,4700,6.3
88,8649,Rashad Jennings,NYG,RB,3,WAS,3,1,4700,6.2
88,14269,Alfred Morris,WAS,RB,4,PHI,13,5,4100,6.2
88,17050,Thomas Rawls,SEA,RB,4,DET,29,23,3000,6.2
88,16965,Josh Robinson,IND,RB,3,TEN,7,12,3000,6.2
88,16609,Charles Sims,TB,RB,4,CAR,3,14,3600,6.2
93,16189,Alfred Blue,HOU,RB,3,TB,20,27,3600,6.1
93,12506,James Starks,GB,RB,4,SF,29,28,3800,6.1
95,14046,Ronnie Hillman,DEN,RB,3,DET,29,29,5300,6.0
96,12506,James Starks,GB,RB,3,KC,24,1,3000,5.9
96,5701,Fred Jackson,SEA,RB,3,CHI,27,16,3000,5.9
96,16847,David Johnson,ARI,RB,4,LAR,7,27,4200,5.9
99,16771,Todd Gurley,LAR,RB,4,ARI,4,10,4300,5.8
100,16510,Jerick McKinnon,MIN,RB,3,LAC,14,25,3000,5.6
100,15207,Benjamin Cunningham,LAR,RB,4,ARI,4,10,3400,5.6
102,14719,Jonathan Grimes,HOU,RB,3,TB,20,27,3100,5.4
103,12323,Joique Bell,DET,RB,3,DEN,1,12,4200,5.3
104,8066,Darren McFadden,DAL,RB,3,ATL,19,32,4000,5.2
105,16771,Todd Gurley,LAR,RB,3,PIT,30,5,4700,5.0
105,5701,Fred Jackson,SEA,RB,4,DET,29,23,3000,5.0
107,7580,DeAngelo Williams,PIT,RB,3,LAR,12,29,4400,4.8
108,17089,Terron Ward,ATL,RB,3,DAL,3,10,3000,4.7
108,16345,Branden Oliver,LAC,RB,3,MIN,8,18,3000,4.7
110,16031,Damien Williams,MIA,RB,4,NYJ,2,7,3000,4.4
111,15645,Khiry Robinson,NO,RB,3,CAR,4,7,3000,4.3
111,16915,Karlos Williams,BUF,RB,3,MIA,10,9,3200,4.3
111,13163,Roy Helu,OAK,RB,3,CLE,17,28,3000,4.3
111,15126,Theo Riddick,DET,RB,3,DEN,1,12,3100,4.3
115,16099,Lorenzo Taliaferro,BAL,RB,3,CIN,5,26,3000,4.2
115,15045,Knile Davis,KC,RB,3,GB,14,19,3000,4.2
115,16855,Ty Montgomery,GB,RB,3,KC,24,32,3000,4.2
118,16031,Damien Williams,MIA,RB,3,BUF,31,8,3000,4.1
118,12285,Anthony Dixon,BUF,RB,4,NYG,25,23,null,4.1
118,16626,Tre Mason,LAR,RB,4,ARI,4,10,4000,4.1
121,3382,Marcel Reece,OAK,FB,3,CLE,17,28,3200,4.0
122,15221,Zac Stacy,NYJ,RB,3,PHI,15,13,3000,3.9
122,15645,Khiry Robinson,NO,RB,4,DAL,11,26,3000,3.9
122,3382,Marcel Reece,OAK,FB,4,CHI,24,12,3000,3.9
125,4738,Mike Tolbert,CAR,FB,3,NO,26,22,3000,3.7
125,16099,Lorenzo Taliaferro,BAL,RB,4,PIT,15,2,3000,3.7
125,15045,Knile Davis,KC,RB,4,CIN,9,18,3000,3.7
128,16345,Branden Oliver,LAC,RB,4,CLE,22,30,3000,3.5
128,16510,Jerick McKinnon,MIN,RB,4,DEN,1,19,3000,3.5
128,15102,Chris Thompson,WAS,RB,4,PHI,13,5,3500,3.5
131,16402,Andre Williams,NYG,RB,3,WAS,3,1,3200,3.4
131,16965,Josh Robinson,IND,RB,4,JAX,28,26,3200,3.4
131,4738,Mike Tolbert,CAR,FB,4,TB,18,29,3000,3.4
134,11413,Toby Gerhart,JAX,RB,3,NE,29,23,3000,3.3
135,15616,Fozzy Whittaker,CAR,RB,4,TB,18,29,3000,3.2
135,14901,Kyle Juszczyk,BAL,FB,4,PIT,15,2,3000,3.2
137,7580,DeAngelo Williams,PIT,RB,4,BAL,27,5,4600,3.1
137,11413,Toby Gerhart,JAX,RB,4,IND,23,25,3000,3.1
137,13299,Jacquizz Rodgers,CHI,RB,4,OAK,31,20,3000,3.1
140,8066,Darren McFadden,DAL,RB,4,NO,30,13,3600,2.9
140,16867,Jeremy Langford,CHI,RB,4,OAK,31,20,3000,2.9
142,15616,Fozzy Whittaker,CAR,RB,3,NO,26,22,3000,2.8
142,16887,Mike Davis,SF,RB,3,ARI,16,20,3200,2.8
142,13299,Jacquizz Rodgers,CHI,RB,3,SEA,23,3,3000,2.8
142,16886,Javorius Allen,BAL,RB,4,PIT,15,2,3000,2.8
146,13063,Taiwan Jones,OAK,RB,3,CLE,17,28,3000,2.7
146,16934,Cameron Artis-Payne,CAR,RB,4,TB,18,29,3000,2.7
146,17089,Terron Ward,ATL,RB,4,HOU,14,9,3000,2.7
149,8604,Donald Brown,LAC,RB,3,MIN,8,18,3000,2.5
149,13255,Matt Asiata,MIN,RB,3,LAC,14,25,3000,2.5
149,12285,Anthony Dixon,BUF,RB,3,MIA,10,9,null,2.5
152,16402,Andre Williams,NYG,RB,4,BUF,27,6,3100,2.4
152,16886,Javorius Allen,BAL,RB,3,CIN,5,26,3100,2.4
152,13852,Bobby Rainey,TB,RB,3,HOU,21,14,3000,2.4
152,15221,Zac Stacy,NYJ,RB,4,MIA,20,16,3000,2.4
156,16934,Cameron Artis-Payne,CAR,RB,3,NO,26,22,3000,2.3
156,13163,Roy Helu,OAK,RB,4,CHI,24,12,3000,2.3
158,14352,Travaris Cadet,NE,RB,3,JAX,9,6,3000,2.2
158,13255,Matt Asiata,MIN,RB,4,DEN,1,19,3000,2.2
160,16955,Malcolm Johnson,CLE,FB,3,OAK,32,32,3000,2.1
160,17023,Zach Zenner,DET,RB,4,SEA,3,2,3000,2.1
162,14901,Kyle Juszczyk,BAL,FB,3,CIN,5,26,3000,2.0
162,13102,Jordan Todman,PIT,RB,3,LAR,null,null,3000,2.0
164,15102,Chris Thompson,WAS,RB,3,NYG,28,25,3000,1.9
164,14687,Bernard Pierce,JAX,RB,4,IND,23,25,3000,1.9
164,13852,Bobby Rainey,TB,RB,4,CAR,3,14,3000,1.9
167,14917,Rex Burkhead,CIN,RB,3,BAL,18,11,3000,1.8
167,1589,John Kuhn,GB,FB,3,KC,24,1,3000,1.8
167,14786,Patrick DiMarco,ATL,FB,4,HOU,14,9,3000,1.8
170,15565,Jonas Gray,MIA,RB,4,NYJ,2,7,3000,1.7
170,11969,Darrel Young,WAS,FB,3,NYG,28,25,3000,1.7
170,14786,Patrick DiMarco,ATL,FB,3,DAL,3,10,3000,1.7
170,16144,Dri Archer,PIT,RB,3,LAR,12,29,3000,1.7
170,13446,Bruce Miller,SF,FB,3,ARI,16,20,3000,1.7
170,13418,Anthony Sherman,KC,FB,4,CIN,9,18,3000,1.7
170,13446,Bruce Miller,SF,FB,4,GB,16,22,3000,1.7
177,13418,Anthony Sherman,KC,FB,3,GB,14,19,3000,1.6
178,13735,Chris Polk,HOU,RB,4,ATL,17,32,3300,1.5
179,16867,Jeremy Langford,CHI,RB,3,SEA,23,3,3000,1.4
180,13741,Brandon Bolden,NE,RB,3,JAX,9,6,3000,1.3
181,17234,Alonzo Harris,GB,RB,3,KC,24,1,3000,1.2
181,16287,Juwan Thompson,DEN,RB,4,MIN,8,13,3000,1.2
183,16163,Antonio Andrews,TEN,RB,3,IND,13,19,3000,1.1
183,14687,Bernard Pierce,JAX,RB,3,NE,29,23,3000,1.1
185,17254,Jarryd Hayne,SF,RB,3,ARI,16,20,3000,1.0
186,16210,Jay Prosch,HOU,FB,4,ATL,17,32,3000,0.9
186,16955,Malcolm Johnson,CLE,FB,4,LAC,10,19,3000,0.9
186,16887,Mike Davis,SF,RB,4,GB,16,22,3000,0.9
189,15230,Stepfan Taylor,ARI,RB,3,SF,22,20,3000,0.8
189,16427,Ka'Deem Carey,CHI,RB,3,SEA,23,3,3000,0.8
189,15256,Christine Michael,DAL,RB,4,NO,30,13,3000,0.8
192,15256,Christine Michael,DAL,RB,3,ATL,19,32,3000,0.7
192,15631,Derrick Coleman,SEA,FB,3,CHI,27,16,3000,0.7
192,16287,Juwan Thompson,DEN,RB,3,DET,29,29,3000,0.7
192,733,Jerome Felton,BUF,FB,4,NYG,25,23,3000,0.7
196,13158,Shaun Draughn,CLE,RB,3,OAK,32,31,3000,0.6
196,16210,Jay Prosch,HOU,FB,3,TB,20,27,3000,0.6
196,14891,Tommy Bohanon,NYJ,FB,4,MIA,20,16,3000,0.6
196,11969,Darrel Young,WAS,FB,4,PHI,13,5,3000,0.6
196,16427,Ka'Deem Carey,CHI,RB,4,OAK,31,20,3000,0.6
196,13158,Shaun Draughn,CLE,RB,4,LAC,10,31,3000,0.6
196,1589,John Kuhn,GB,FB,4,SF,29,28,3000,0.6
196,17254,Jarryd Hayne,SF,RB,4,GB,16,22,3000,0.6
196,15230,Stepfan Taylor,ARI,RB,4,LAR,7,27,3000,0.6
196,13527,Tyler Clutts,DAL,FB,4,NO,30,13,3000,0.6
206,14891,Tommy Bohanon,NYJ,FB,3,PHI,15,13,3000,0.5
206,16144,Dri Archer,PIT,RB,4,BAL,27,5,3000,0.5
206,15555,Zach Line,MIN,FB,4,DEN,1,19,3000,0.5
209,13527,Tyler Clutts,DAL,FB,3,ATL,19,32,3000,0.4
209,16869,Jalston Fowler,TEN,RB,3,IND,13,19,3000,0.4
209,14789,Jamize Olawale,OAK,FB,3,CLE,17,28,3000,0.4
209,16056,James White,NE,RB,3,JAX,9,6,3300,0.4
209,16989,Marcus Murphy,NO,RB,3,CAR,4,7,3000,0.4
209,15555,Zach Line,MIN,FB,3,LAC,14,25,3000,0.4
209,14620,Will Johnson,PIT,FB,3,LAR,12,29,3000,0.4
209,733,Jerome Felton,BUF,FB,3,MIA,10,9,3000,0.4
209,16307,Charcandrick West,KC,RB,3,GB,14,19,3000,0.4
209,14620,Will Johnson,PIT,FB,4,BAL,27,5,3000,0.4
209,14917,Rex Burkhead,CIN,RB,4,KC,32,3,3000,0.4
220,17030,Tyler Varga,IND,RB,3,TEN,7,12,3000,0.3
220,15191,Austin Johnson,NO,FB,3,CAR,4,7,3000,0.3
220,14421,Isaiah Pead,LAR,RB,3,PIT,30,5,3000,0.3
220,17050,Thomas Rawls,SEA,RB,3,CHI,27,16,3000,0.3
220,16928,Michael Burton,DET,FB,3,DEN,1,12,3000,0.3
220,14538,Jorvorskie Lane,TB,FB,4,CAR,3,14,3000,0.3
220,14789,Jamize Olawale,OAK,FB,4,CHI,24,12,3000,0.3
220,11737,Cedric Peerman,CIN,RB,4,KC,32,3,3000,0.3
220,15631,Derrick Coleman,SEA,FB,4,DET,29,23,3000,0.3
229,16008,Orleans Darkwa,NYG,RB,3,WAS,3,1,3000,0.2
229,11737,Cedric Peerman,CIN,RB,3,BAL,18,11,3000,0.2
229,14538,Jorvorskie Lane,TB,FB,3,HOU,21,14,3000,0.2
229,15596,Chase Reynolds,LAR,RB,3,PIT,30,5,3000,0.2
229,15565,Jonas Gray,MIA,RB,3,BUF,31,8,null,0.2
229,13102,Jordan Todman,PIT,RB,4,BAL,27,5,3000,0.2
229,16008,Orleans Darkwa,NYG,RB,4,BUF,27,6,3000,0.2
229,15596,Chase Reynolds,LAR,RB,4,ARI,4,10,3000,0.2
229,16989,Marcus Murphy,NO,RB,4,DAL,11,26,3000,0.2
238,12774,Stevan Ridley,NYJ,RB,3,PHI,15,13,null,0.1
238,17023,Zach Zenner,DET,RB,3,DEN,1,12,3000,0.1
238,13653,Richie Brockel,CAR,FB,4,TB,18,29,2500,0.1
238,17234,Alonzo Harris,GB,RB,4,SF,29,28,3000,0.1
242,16120,Nikita Whitlock,NYG,RB,3,WAS,3,1,3000,0.0
242,16834,Tevin Coleman,ATL,RB,3,DAL,3,10,4500,0.0
242,16142,Terrance West,TEN,RB,3,IND,13,19,3400,0.0
242,13991,Vick Ballard,IND,RB,3,TEN,7,12,null,0.0
242,17016,Terrence Magee,BAL,RB,3,CIN,5,26,3000,0.0
242,15018,Denard Robinson,JAX,RB,3,NE,29,23,3000,0.0
242,14821,Edwin Baker,NO,RB,3,CAR,null,null,null,0.0
242,2262,Tim Hightower,NO,RB,3,CAR,null,null,null,0.0
242,13653,Richie Brockel,CAR,FB,3,NO,26,22,2500,0.0
242,15185,Kenjon Barner,PHI,RB,3,NYJ,2,1,3000,0.0
242,13124,DeMarco Murray,PHI,RB,3,NYJ,2,1,6600,0.0
242,11792,Arian Foster,HOU,RB,3,TB,20,27,7100,0.0
242,15202,Mike James,TB,RB,3,HOU,21,14,3000,0.0
242,16699,Fitzgerald Toussaint,PIT,RB,3,LAR,12,29,null,0.0
242,15010,Kerwynn Williams,ARI,RB,3,SF,22,20,3000,0.0
242,4640,Reggie Bush,SF,RB,3,ARI,16,20,3800,0.0
242,13800,Marcus Thigpen,BUF,RB,3,MIA,10,24,3000,0.0
242,13719,Bryce Brown,BUF,RB,3,MIA,null,null,null,0.0
242,14501,LaMichael James,MIA,RB,3,BUF,null,null,null,0.0
242,12649,Will Tukuafu,SEA,FB,3,CHI,27,16,3000,0.0
242,17026,John Crockett,GB,RB,3,KC,24,1,null,0.0
242,16966,Aaron Ripkowski,GB,FB,3,KC,24,1,3000,0.0
242,17016,Terrence Magee,BAL,RB,4,PIT,15,2,null,0.0
242,16699,Fitzgerald Toussaint,PIT,RB,4,BAL,27,5,null,0.0
242,16732,Demitrius Bronson,MIA,RB,4,NYJ,null,null,null,0.0
242,14501,LaMichael James,MIA,RB,4,NYJ,null,null,null,0.0
242,12774,Stevan Ridley,NYJ,RB,4,MIA,20,16,null,0.0
242,16255,Storm Johnson,JAX,RB,4,IND,null,null,null,0.0
242,13991,Vick Ballard,IND,RB,4,JAX,null,null,null,0.0
242,15018,Denard Robinson,JAX,RB,4,IND,23,25,3000,0.0
242,17030,Tyler Varga,IND,RB,4,JAX,28,26,3000,0.0
242,16240,Zurlon Tipton,IND,RB,4,JAX,28,26,null,0.0
242,13800,Marcus Thigpen,BUF,RB,4,NYG,25,13,3000,0.0
242,16120,Nikita Whitlock,NYG,RB,4,BUF,27,6,3000,0.0
242,13719,Bryce Brown,BUF,RB,4,NYG,null,null,null,0.0
242,11932,LeSean McCoy,BUF,RB,4,NYG,25,23,5600,0.0
242,15202,Mike James,TB,RB,4,CAR,3,14,3000,0.0
242,15185,Kenjon Barner,PHI,RB,4,WAS,6,2,3000,0.0
242,13063,Taiwan Jones,OAK,RB,4,CHI,24,12,3000,0.0
242,11439,Antone Smith,ATL,RB,4,HOU,null,null,null,0.0
242,14719,Jonathan Grimes,HOU,RB,4,ATL,17,32,3100,0.0
242,16834,Tevin Coleman,ATL,RB,4,HOU,14,9,4400,0.0
242,16307,Charcandrick West,KC,RB,4,CIN,9,18,3000,0.0
242,8604,Donald Brown,LAC,RB,4,CLE,22,30,3000,0.0
242,16966,Aaron Ripkowski,GB,FB,4,SF,29,28,3000,0.0
242,14421,Isaiah Pead,LAR,RB,4,ARI,4,10,3000,0.0
242,15224,Andre Ellington,ARI,RB,4,LAR,7,27,5400,0.0
242,14821,Edwin Baker,NO,RB,4,DAL,null,null,null,0.0
242,15191,Austin Johnson,NO,FB,4,DAL,11,26,3000,0.0
242,2262,Tim Hightower,NO,RB,4,DAL,null,null,null,0.0
242,12386,Marshawn Lynch,SEA,RB,4,DET,29,23,7200,0.0
242,12323,Joique Bell,DET,RB,4,SEA,3,2,3600,0.0
242,12649,Will Tukuafu,SEA,FB,4,DET,29,23,3000,0.0
242,16928,Michael Burton,DET,FB,4,SEA,3,2,3000,0.0
1,14967,Le'Veon Bell,PIT,RB,5,LAC,17,32,8500,22.8
2,16524,Devonta Freeman,ATL,RB,6,NO,31,24,7000,21.6
3,7969,Jamaal Charles,KC,RB,5,CHI,17,11,7800,21.3
3,14967,Le'Veon Bell,PIT,RB,6,ARI,7,7,8500,21.3
5,11792,Arian Foster,HOU,RB,6,JAX,26,28,7000,20.9
6,2699,Matt Forte,CHI,RB,6,DET,27,24,7100,20.8
7,4807,Adrian Peterson,MIN,RB,6,KC,32,14,7600,18.9
8,9369,Justin Forsett,BAL,RB,5,CLE,30,29,5800,18.8
9,16524,Devonta Freeman,ATL,RB,5,WAS,7,1,6300,18.5
10,11792,Arian Foster,HOU,RB,5,IND,22,21,7000,18.3
11,13124,DeMarco Murray,PHI,RB,6,NYG,19,20,6000,18.0
12,15138,Eddie Lacy,GB,RB,6,LAC,15,31,6300,17.7
13,15138,Eddie Lacy,GB,RB,5,LAR,9,27,6700,17.5
14,9369,Justin Forsett,BAL,RB,6,SF,31,26,6400,17.3
15,13337,Mark Ingram,NO,RB,6,ATL,16,31,6000,17.0
16,13337,Mark Ingram,NO,RB,5,PHI,11,5,6100,16.9
16,12708,Dion Lewis,NE,RB,5,DAL,18,30,4800,16.9
18,16771,Todd Gurley,LAR,RB,5,GB,6,10,4300,16.5
19,12386,Marshawn Lynch,SEA,RB,6,CAR,4,22,6900,16.1
20,5820,Frank Gore,IND,RB,6,NE,11,10,4900,16.0
21,16668,Carlos Hyde,SF,RB,6,BAL,29,11,4600,15.9
22,5820,Frank Gore,IND,RB,5,HOU,18,28,5000,15.7
22,16797,TJ Yeldon,JAX,RB,5,TB,14,24,4400,15.7
24,13124,DeMarco Murray,PHI,RB,5,NO,29,13,6200,15.5
25,14385,Doug Martin,TB,RB,5,JAX,26,15,4700,15.3
25,15071,Latavius Murray,OAK,RB,5,DEN,2,19,6300,15.3
27,6828,Chris Johnson,ARI,RB,5,DET,22,16,4400,15.2
27,14046,Ronnie Hillman,DEN,RB,5,OAK,31,17,4900,15.2
29,12239,Chris Ivory,NYJ,RB,6,WAS,8,3,5100,15.0
29,17050,Thomas Rawls,SEA,RB,5,CIN,13,14,3800,15.0
31,15085,Joseph Randle,DAL,RB,5,NE,24,9,6000,14.6
32,2699,Matt Forte,CHI,RB,5,KC,32,18,7000,14.2
33,12296,LeGarrette Blount,NE,RB,6,IND,25,17,4400,12.2
33,16112,Jeremy Hill,CIN,RB,6,BUF,18,10,5700,12.2
35,12317,Danny Woodhead,LAC,RB,6,GB,3,12,4700,12.1
36,14916,Giovani Bernard,CIN,RB,6,BUF,18,10,4600,12.0
37,12708,Dion Lewis,NE,RB,6,IND,25,17,5800,11.8
38,16856,Matt Jones,WAS,RB,5,ATL,20,32,4000,11.6
39,16112,Jeremy Hill,CIN,RB,5,SEA,3,2,6100,11.5
40,14269,Alfred Morris,WAS,RB,5,ATL,20,32,4000,11.4
41,11932,LeSean McCoy,BUF,RB,6,CIN,13,20,5400,11.3
42,16163,Antonio Andrews,TEN,RB,6,MIA,25,23,3400,11.2
43,12296,LeGarrette Blount,NE,RB,5,DAL,18,30,4500,11.0
44,13791,Lamar Miller,MIA,RB,6,TEN,6,6,4300,10.8
45,6828,Chris Johnson,ARI,RB,6,PIT,16,5,4600,9.8
46,16815,Ameer Abdullah,DET,RB,5,ARI,4,8,4100,9.6
46,16838,Duke Johnson,CLE,RB,6,DEN,2,16,4500,9.6
48,14916,Giovani Bernard,CIN,RB,5,SEA,3,2,4800,9.5
49,16668,Carlos Hyde,SF,RB,5,NYG,19,20,4900,9.4
49,12317,Danny Woodhead,LAC,RB,5,PIT,14,3,4600,9.4
51,16307,Charcandrick West,KC,RB,6,MIN,9,15,4000,9.3
51,16815,Ameer Abdullah,DET,RB,6,CHI,12,13,4000,9.3
53,12780,Shane Vereen,NYG,RB,6,PHI,12,4,4200,9.1
54,10949,CJ Spiller,NO,RB,5,PHI,11,5,3800,8.8
55,8649,Rashad Jennings,NYG,RB,6,PHI,12,4,4300,8.5
56,5451,Jonathan Stewart,CAR,RB,6,SEA,5,1,3900,8.4
57,16776,Melvin Gordon,LAC,RB,6,GB,3,12,4600,8.3
57,16838,Duke Johnson,CLE,RB,5,BAL,21,6,4600,8.3
59,15020,CJ Anderson,DEN,RB,5,OAK,31,17,5300,8.0
60,12780,Shane Vereen,NYG,RB,5,SF,26,27,4200,7.9
60,15102,Chris Thompson,WAS,RB,6,NYJ,1,2,3300,7.9
62,16127,Isaiah Crowell,CLE,RB,5,BAL,21,6,4100,7.7
62,15020,CJ Anderson,DEN,RB,6,CLE,28,32,4500,7.7
62,6198,Darren Sproles,PHI,RB,5,NO,29,13,4200,7.7
65,15224,Andre Ellington,ARI,RB,5,DET,22,16,5300,7.6
65,6198,Darren Sproles,PHI,RB,6,NYG,19,20,3800,7.6
67,8649,Rashad Jennings,NYG,RB,5,SF,26,27,4500,7.5
68,16776,Melvin Gordon,LAC,RB,5,PIT,14,3,4900,7.4
69,16127,Isaiah Crowell,CLE,RB,6,DEN,2,16,4200,7.3
70,10949,CJ Spiller,NO,RB,6,ATL,16,31,3800,7.2
71,12285,Anthony Dixon,BUF,RB,5,TEN,10,12,null,7.0
71,16855,Ty Montgomery,GB,RB,6,LAC,15,3,3500,7.0
73,8066,Darren McFadden,DAL,RB,5,NE,24,9,3400,6.9
74,15126,Theo Riddick,DET,RB,5,ARI,4,8,3000,6.8
74,12800,Bilal Powell,NYJ,RB,6,WAS,8,3,3500,6.8
76,11256,Ryan Mathews,PHI,RB,6,NYG,19,20,3500,6.7
77,15224,Andre Ellington,ARI,RB,6,PIT,16,5,5000,6.6
78,15102,Chris Thompson,WAS,RB,5,ATL,20,32,3300,6.5
79,16855,Ty Montgomery,GB,RB,5,LAR,9,5,3400,6.4
80,16178,Bishop Sankey,TEN,RB,5,BUF,27,7,4200,6.2
81,15018,Denard Robinson,JAX,RB,6,HOU,19,25,3000,6.1
81,16178,Bishop Sankey,TEN,RB,6,MIA,25,23,3800,6.1
83,14046,Ronnie Hillman,DEN,RB,6,CLE,28,32,4600,6.0
84,11220,Dexter McCluster,TEN,RB,6,MIA,25,23,3000,5.7
85,16609,Charles Sims,TB,RB,5,JAX,26,15,3600,5.6
86,14788,Dan Herron,BUF,RB,5,TEN,10,12,null,5.4
87,16847,David Johnson,ARI,RB,6,PIT,16,5,4200,5.3
88,15045,Knile Davis,KC,RB,6,MIN,9,15,4500,5.2
89,11413,Toby Gerhart,JAX,RB,6,HOU,19,25,3000,5.0
89,16847,David Johnson,ARI,RB,5,DET,22,16,4300,5.0
89,4640,Reggie Bush,SF,RB,5,NYG,19,20,3600,5.0
92,14269,Alfred Morris,WAS,RB,6,NYJ,1,2,3600,4.8
92,11256,Ryan Mathews,PHI,RB,5,NO,29,13,3500,4.8
92,15645,Khiry Robinson,NO,RB,5,PHI,11,5,3000,4.8
92,11220,Dexter McCluster,TEN,RB,5,BUF,27,7,3000,4.8
96,16834,Tevin Coleman,ATL,RB,5,WAS,7,1,4200,4.7
96,17050,Thomas Rawls,SEA,RB,6,CAR,4,22,4800,4.7
98,12506,James Starks,GB,RB,6,LAC,15,31,3300,4.5
98,16886,Javorius Allen,BAL,RB,6,SF,31,26,4300,4.5
98,5701,Fred Jackson,SEA,RB,5,CIN,13,14,3000,4.5
98,15126,Theo Riddick,DET,RB,6,CHI,12,13,3300,4.5
102,16163,Antonio Andrews,TEN,RB,5,BUF,27,7,3500,4.4
102,16189,Alfred Blue,HOU,RB,6,JAX,26,28,3800,4.4
102,15207,Benjamin Cunningham,LAR,RB,5,GB,6,10,3300,4.4
105,13163,Roy Helu,OAK,RB,5,DEN,2,19,3000,4.3
106,16626,Tre Mason,LAR,RB,5,GB,6,10,3700,4.1
107,12506,James Starks,GB,RB,5,LAR,9,27,3500,3.9
107,15498,Cierre Wood,BUF,RB,5,TEN,10,12,3000,3.9
107,14788,Dan Herron,BUF,RB,6,CIN,13,20,3600,3.9
110,15645,Khiry Robinson,NO,RB,6,ATL,16,31,3000,3.7
111,7580,DeAngelo Williams,PIT,RB,6,ARI,7,7,4000,3.6
111,3382,Marcel Reece,OAK,FB,5,DEN,2,19,3000,3.6
113,16402,Andre Williams,NYG,RB,5,SF,26,27,3100,3.5
113,16965,Josh Robinson,IND,RB,5,HOU,18,28,3200,3.5
115,16307,Charcandrick West,KC,RB,5,CHI,17,11,3000,3.4
115,16886,Javorius Allen,BAL,RB,5,CLE,30,29,3000,3.4
117,2220,Ahmad Bradshaw,IND,RB,6,NE,11,10,null,3.3
117,14901,Kyle Juszczyk,BAL,FB,6,SF,31,26,3500,3.3
119,12285,Anthony Dixon,BUF,RB,6,CIN,13,20,null,3.2
119,4738,Mike Tolbert,CAR,FB,6,SEA,5,1,3000,3.2
119,16887,Mike Davis,SF,RB,6,BAL,29,11,3000,3.2
122,15256,Christine Michael,DAL,RB,5,NE,24,9,3000,3.1
122,16867,Jeremy Langford,CHI,RB,6,DET,27,24,3000,3.1
124,15221,Zac Stacy,NYJ,RB,6,WAS,8,3,3100,3.0
124,16510,Jerick McKinnon,MIN,RB,6,KC,32,14,3000,3.0
124,13735,Chris Polk,HOU,RB,6,JAX,26,28,3000,3.0
124,5701,Fred Jackson,SEA,RB,6,CAR,4,22,3000,3.0
128,13299,Jacquizz Rodgers,CHI,RB,5,KC,32,18,3000,2.9
128,17023,Zach Zenner,DET,RB,6,CHI,12,13,3000,2.9
130,16834,Tevin Coleman,ATL,RB,6,NO,31,24,4000,2.8
130,16867,Jeremy Langford,CHI,RB,5,KC,32,18,3000,2.8
130,11413,Toby Gerhart,JAX,RB,5,TB,14,24,3000,2.8
130,16965,Josh Robinson,IND,RB,6,NE,11,10,3000,2.8
134,15045,Knile Davis,KC,RB,5,CHI,17,11,3000,2.7
134,16031,Damien Williams,MIA,RB,6,TEN,6,6,3000,2.7
136,16189,Alfred Blue,HOU,RB,5,IND,22,21,3900,2.6
137,13735,Chris Polk,HOU,RB,5,IND,22,21,3300,2.5
137,17023,Zach Zenner,DET,RB,5,ARI,4,8,3000,2.5
139,13255,Matt Asiata,MIN,RB,6,KC,32,14,3000,2.2
139,14719,Jonathan Grimes,HOU,RB,6,JAX,26,28,3000,2.2
141,16402,Andre Williams,NYG,RB,6,PHI,12,4,3000,2.0
142,14901,Kyle Juszczyk,BAL,FB,5,CLE,30,29,3000,1.9
142,15616,Fozzy Whittaker,CAR,RB,6,SEA,5,1,3000,1.9
144,14687,Bernard Pierce,JAX,RB,5,TB,14,24,3000,1.8
145,7580,DeAngelo Williams,PIT,RB,5,LAC,17,32,4500,1.7
145,16934,Cameron Artis-Payne,CAR,RB,6,SEA,5,1,3000,1.7
145,13446,Bruce Miller,SF,FB,6,BAL,29,11,3000,1.7
148,15565,Jonas Gray,MIA,RB,6,TEN,6,6,3000,1.6
148,14917,Rex Burkhead,CIN,RB,5,SEA,3,2,3000,1.6
148,14786,Patrick DiMarco,ATL,FB,5,WAS,7,1,3000,1.6
148,13446,Bruce Miller,SF,FB,5,NYG,19,20,3000,1.6
152,13719,Bryce Brown,BUF,RB,5,TEN,null,null,null,1.4
153,16287,Juwan Thompson,DEN,RB,5,OAK,31,17,3000,1.2
153,17254,Jarryd Hayne,SF,RB,6,BAL,29,11,3000,1.2
155,13741,Brandon Bolden,NE,RB,5,DAL,18,30,3000,1.1
156,16345,Branden Oliver,LAC,RB,5,PIT,14,3,3000,1.0
156,16345,Branden Oliver,LAC,RB,6,GB,3,12,3000,1.0
158,17089,Terron Ward,ATL,RB,5,WAS,7,1,3200,0.9
159,16210,Jay Prosch,HOU,FB,5,IND,22,21,3000,0.8
159,16427,Ka'Deem Carey,CHI,RB,5,KC,32,18,3000,0.8
159,13158,Shaun Draughn,CLE,RB,5,BAL,21,6,3000,0.8
159,14533,Robert Turbin,CLE,RB,6,DEN,2,16,3000,0.8
159,16210,Jay Prosch,HOU,FB,6,JAX,26,28,3000,0.8
164,15631,Derrick Coleman,SEA,FB,5,CIN,13,14,3000,0.7
